Sample	5.0	10.0	15.0	20.0	25.0	30.0	35.0	40.0	45.0	50.0	55.0	60.0	65.0	70.0	75.0	80.0	85.0	90.0	95.0	100.0
GRASO_121	5987.0	10599.0	14298.0	17629.0	20567.0	23363.0	26042.0	28499.0	30931.0	33204.0	35225.0	37269.0	39243.0	41047.0	42896.0	44749.0	46509.0	48255.0	49896.0	51506.0
GRASO_122	6602.0	11308.0	15308.0	18725.0	21971.0	24871.0	27653.0	30235.0	32657.0	35005.0	37186.0	39305.0	41448.0	43434.0	45301.0	47246.0	48966.0	50806.0	52535.0	54232.0
GRASO_123	5341.0	9304.0	12700.0	15643.0	18290.0	20720.0	22948.0	25080.0	26994.0	28923.0	30745.0	32432.0	34120.0	35766.0	37337.0	38879.0	40383.0	41787.0	43204.0	44557.0
GRASO_124	3432.0	6230.0	8679.0	10892.0	12894.0	14715.0	16475.0	18265.0	19876.0	21366.0	22839.0	24213.0	25627.0	27028.0	28311.0	29565.0	30739.0	31957.0	33137.0	34282.0
GRASO_125	6984.0	12182.0	16594.0	20412.0	23827.0	26968.0	29992.0	32745.0	35449.0	38030.0	40423.0	42759.0	45000.0	47166.0	49266.0	51318.0	53349.0	55211.0	57093.0	58974.0
GRASO_126	5989.0	10334.0	14071.0	17333.0	20293.0	22982.0	25478.0	27866.0	30229.0	32431.0	34517.0	36412.0	38322.0	40224.0	42115.0	43971.0	45723.0	47461.0	49140.0	50722.0
GRASO_127	7226.0	12504.0	16879.0	20636.0	24173.0	27290.0	30278.0	33081.0	35756.0	38320.0	40756.0	43175.0	45305.0	47448.0	49546.0	51668.0	53656.0	55538.0	57462.0	59321.0
GRASO_128	5972.0	10452.0	14272.0	17596.0	20670.0	23461.0	26113.0	28551.0	30921.0	33233.0	35373.0	37464.0	39533.0	41434.0	43319.0	45102.0	46860.0	48596.0	50288.0	51905.0
GRASO_129	2592.0	4644.0	6473.0	8070.0	9576.0	10923.0	12250.0	13573.0	14772.0	15928.0	17092.0	18201.0	19297.0	20336.0	21370.0	22411.0	23353.0	24353.0	25294.0	26158.0
GRASO_130	6331.0	10880.0	14701.0	18016.0	21003.0	23851.0	26498.0	28937.0	31262.0	33458.0	35600.0	37588.0	39419.0	41247.0	43107.0	44889.0	46687.0	48409.0	49998.0	51546.0
GRASO_131	6157.0	10705.0	14302.0	17481.0	20402.0	23081.0	25515.0	27827.0	29944.0	32065.0	34075.0	35984.0	37886.0	39686.0	41346.0	43064.0	44642.0	46184.0	47758.0	49352.0
GRASO_132	5135.0	8932.0	12023.0	14751.0	17216.0	19517.0	21595.0	23552.0	25435.0	27236.0	29004.0	30707.0	32297.0	33861.0	35355.0	36750.0	38120.0	39437.0	40780.0	42040.0
GRASO_133	5590.0	9526.0	12874.0	15744.0	18278.0	20666.0	22893.0	25006.0	27083.0	28917.0	30684.0	32427.0	34034.0	35707.0	37257.0	38823.0	40273.0	41733.0	43108.0	44443.0
GRASO_134	3581.0	6354.0	8666.0	10635.0	12426.0	14078.0	15706.0	17279.0	18651.0	19981.0	21342.0	22622.0	23826.0	25075.0	26250.0	27421.0	28531.0	29546.0	30589.0	31545.0
GRASO_135	3813.0	6968.0	9545.0	11821.0	13916.0	15929.0	17768.0	19502.0	21153.0	22708.0	24208.0	25681.0	27094.0	28429.0	29682.0	30969.0	32236.0	33412.0	34604.0	35805.0
GRASO_136	5247.0	9188.0	12538.0	15443.0	18101.0	20635.0	22850.0	24919.0	26983.0	28891.0	30798.0	32579.0	34276.0	35999.0	37621.0	39198.0	40689.0	42141.0	43629.0	45025.0
GRASO_137	2604.0	4886.0	6883.0	8628.0	10304.0	11862.0	13328.0	14699.0	16043.0	17291.0	18618.0	19800.0	21042.0	22199.0	23372.0	24427.0	25521.0	26575.0	27593.0	28634.0
GRASO_138	5248.0	9095.0	12440.0	15385.0	18055.0	20482.0	22786.0	24958.0	27044.0	29011.0	30870.0	32697.0	34498.0	36209.0	37860.0	39458.0	41019.0	42561.0	44084.0	45529.0
GRASO_139	4121.0	7459.0	10375.0	12877.0	15193.0	17341.0	19353.0	21226.0	23053.0	24842.0	26557.0	28157.0	29674.0	31235.0	32738.0	34196.0	35592.0	36952.0	38345.0	39678.0
GRASO_140	6119.0	10695.0	14599.0	17992.0	21055.0	23767.0	26439.0	28903.0	31150.0	33370.0	35513.0	37504.0	39443.0	41280.0	43133.0	44906.0	46612.0	48277.0	49983.0	51603.0
GRASO_141	5435.0	9622.0	13168.0	16196.0	18979.0	21586.0	24044.0	26285.0	28411.0	30502.0	32521.0	34441.0	36275.0	38035.0	39778.0	41439.0	43115.0	44772.0	46382.0	47868.0
GRASO_142	5994.0	10454.0	14089.0	17283.0	20268.0	22860.0	25445.0	27740.0	29917.0	32051.0	34081.0	36055.0	38004.0	39786.0	41454.0	43203.0	44906.0	46489.0	48073.0	49633.0
GRASO_143	2759.0	4981.0	6877.0	8593.0	10157.0	11677.0	13001.0	14342.0	15548.0	16762.0	17958.0	19104.0	20186.0	21235.0	22284.0	23334.0	24316.0	25265.0	26297.0	27203.0
GRASO_144	1933.0	3579.0	4982.0	6224.0	7410.0	8584.0	9687.0	10686.0	11628.0	12577.0	13511.0	14400.0	15237.0	16076.0	16924.0	17687.0	18475.0	19354.0	20121.0	20915.0
GRASO_145	14204.0	24312.0	32937.0	40439.0	47219.0	53433.0	59317.0	64795.0	69975.0	74810.0	79503.0	84033.0	88344.0	92584.0	96682.0	100668.0	104561.0	108298.0	111997.0	115489.0
GRASO_146	4259.0	7586.0	10397.0	12990.0	15396.0	17496.0	19436.0	21295.0	23130.0	24769.0	26414.0	27890.0	29453.0	30878.0	32265.0	33703.0	35063.0	36331.0	37677.0	38981.0
GRASO_147	4185.0	7386.0	10117.0	12492.0	14641.0	16592.0	18471.0	20196.0	21812.0	23484.0	24992.0	26515.0	27839.0	29242.0	30575.0	31772.0	33017.0	34262.0	35480.0	36635.0
GRASO_148	5087.0	8710.0	11772.0	14569.0	17019.0	19300.0	21436.0	23410.0	25366.0	27202.0	28932.0	30579.0	32154.0	33739.0	35236.0	36711.0	38127.0	39528.0	40907.0	42218.0
GRASO_149	3835.0	6761.0	9336.0	11538.0	13462.0	15277.0	16911.0	18499.0	20031.0	21502.0	22890.0	24232.0	25506.0	26742.0	28026.0	29133.0	30271.0	31361.0	32494.0	33605.0
GRASO_150	6440.0	11260.0	15316.0	18782.0	21862.0	24808.0	27577.0	30196.0	32636.0	35005.0	37186.0	39360.0	41406.0	43376.0	45273.0	47098.0	48962.0	50703.0	52417.0	54063.0
GRASO_151	4885.0	8461.0	11520.0	14198.0	16678.0	18869.0	20980.0	22912.0	24682.0	26458.0	28202.0	29850.0	31450.0	32984.0	34414.0	35855.0	37302.0	38665.0	39998.0	41264.0
GRASO_152	6623.0	11428.0	15402.0	19002.0	22238.0	25167.0	27811.0	30402.0	32970.0	35368.0	37686.0	39809.0	41832.0	43835.0	45754.0	47593.0	49403.0	51257.0	52939.0	54625.0
GRASO_153	5956.0	10560.0	14273.0	17659.0	20798.0	23553.0	26200.0	28657.0	30975.0	33253.0	35453.0	37524.0	39480.0	41365.0	43144.0	44896.0	46669.0	48293.0	49912.0	51550.0
