Sample	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88
GRASO_121 - polya	0.00015617418106414084	0.0026309342810036033	0.004420930663969525	0.007850755948108926	0.011725076978353958	0.01631419522193102	0.021249699790175984	0.02550844957380967	0.033030839295065784	0.050097874159049594	0.0652617864704505	0.0750046526891442	0.08457933132823037	0.09543744137836929	0.10675005834006668	0.1168563298646981	0.13068475270469154	0.14200237524911533	0.15694904527018982	0.1697262957376362	0.18105693279714866	0.1922494157734121	0.20298739183811704	0.21558544244395775	0.22607113713925142	0.23487896050465085	0.24414028966506346	0.25447181241238354	0.2654030039703281	0.2744831310360445	0.2845743858124967	0.2988523099813222	0.3089475692239555	0.31767630438227756	0.3260896878288355	0.3359677047811424	0.34473848683436636	0.35732752739129947	0.3691937618025384	0.3835517752949865	0.39757841921094594	0.4105568941039942	0.42030977148814075	0.4309216068681401	0.43990562674550926	0.4495643991743992	0.460814946910289	0.4699231052392734	0.4785517287430672
GRASO_121 - polyg	0.0	0.0	0.0020522889178300556	0.0036680910219167437	0.005263870795097773	0.006012705970969422	0.006681451823218436	0.007157983298773121	0.00775064429358063	0.009202263284240914	0.01053575052255781	0.011599937410193589	0.012808285080350115	0.013932538960702873	0.015030763810878273	0.016128988661053674	0.017092062777615873	0.018118207236530903	0.019170380725623288	0.02025458994416473	0.021355818143975976	0.02227584424909101	0.023194869237660766	0.02403480601915316	0.024923797511364424	0.025946938620643602	0.027160291873526546	0.02911146802028302	0.034499477266995884	0.04938608029535341	0.05107296167415519	0.05197897214763626	0.05285995470748526	0.05371390712061162	0.05472103036516627	0.05567209108318508	0.05665718976374351	0.05777143247864343	0.06025219927785459	0.07004412020726716	0.07984405006904201	0.10690322917149497	0.15989633237950285	0.18530867476496538	0.19664832187338538	0.20360908521273777	0.20824325370085256	0.21210956579873533	0.2154532950599804
GRASO_122 - polya	0.00028905166741777087	0.002909442676211015	0.004669560865308513	0.007814718294116162	0.011737562351928767	0.01629184665939805	0.021066360808709442	0.02524384562115199	0.0327454246088989	0.04982700171677765	0.06501339780286666	0.07480588330946335	0.08441857179674361	0.0938858741774953	0.10600625793418869	0.11461672858652341	0.12551466466642913	0.13635410219459554	0.14728903000574817	0.15653352172619867	0.1661126595735108	0.1755352277676383	0.18441840490381659	0.19403367420955597	0.2029658868964569	0.21170711901738537	0.2211279666658735	0.23076990442902343	0.24088929360710448	0.2497036489177071	0.26132765525743606	0.2836457130188028	0.2924566272381266	0.30003993214374464	0.3076025905016899	0.3163248966205851	0.32428414074841017	0.3327449239301178	0.3412530221169088	0.351445534484664	0.362215289914435	0.37200433432975294	0.38124882605020344	0.3914688671481889	0.40050861393755177	0.40858313462321605	0.41721511209604323	0.4259640866723489	0.4342098016491327
GRASO_122 - polyg	0.0	0.0	0.0028681495808656195	0.00485021815744462	0.006357416137551568	0.006957886565699198	0.007522225535419608	0.00793859758015235	0.008489172184757627	0.009683230858495324	0.011044182459253996	0.012307062958567351	0.013592310551192796	0.014853470504866762	0.016067315453457458	0.01715556057037258	0.01805970730387281	0.019057623774719874	0.020116619615765337	0.021284009832092467	0.022365372766450023	0.023271240045589642	0.024840377668714685	0.026277033277606582	0.0271020349116948	0.0279321981827012	0.02879505182085603	0.0297714614712107	0.030542265917658094	0.03135178264099179	0.03214151308947248	0.03321943493255126	0.03544926208120263	0.03737971428859989	0.0411193202358173	0.042179176349682455	0.04298439170891767	0.04376982079329989	0.04539315560406576	0.05097460565825177	0.05681585810398589	0.07640513048127773	0.12177505871921172	0.13221963102313777	0.13623194345419873	0.139414952887073	0.141702418314644	0.1437395443516835	0.14551428717871584
GRASO_123 - polya	0.0002040584660325776	0.0027455139066201346	0.003967010738255704	0.005575219767757207	0.008028202306987982	0.010755165443968791	0.01330232881367614	0.01604498875573638	0.020632736785769504	0.030605915940326738	0.03941111009874646	0.046023745984025935	0.05280119832263941	0.05953940864855431	0.06666147720777527	0.0723073325983899	0.07883292256459254	0.08566959466782385	0.09474020753031392	0.10216693680630379	0.10835504546329869	0.1146644476140892	0.12089108479264271	0.12782407819977054	0.13422266674305777	0.14006544568830526	0.14611656404642515	0.1536617328516507	0.16207593386536465	0.16740499918983082	0.17298093244872798	0.1815342642347369	0.18674703050338726	0.1917243446958462	0.19705055605575247	0.20289333500099996	0.20787564363143873	0.21428136708612572	0.2210124425006409	0.2288001982934576	0.2373071531553682	0.24563787570570517	0.2516468980865666	0.2577179941966058	0.2634480415417373	0.2689105297093787	0.27576289861768943	0.28121539790937106	0.2862633477246874
GRASO_123 - polyg	0.0	0.0	0.008088135562745803	0.012514634595144793	0.021005179160835958	0.022228102974751474	0.023515240991264657	0.0243799922529132	0.025544409793350847	0.027041314205016397	0.02958134266332401	0.03208070212665309	0.03461145520014104	0.0368725086227188	0.03913284855415658	0.04092228433321149	0.04266462969702812	0.044015981916138966	0.04524247318575435	0.04648038031360932	0.04754919004129045	0.04835757550288104	0.04922946167592933	0.05003998761093985	0.05087120478900961	0.051969981144569646	0.058307209449819125	0.06508894273527246	0.07030099551278288	0.08259159388997582	0.0837082075240352	0.08447092955266745	0.08507240258366558	0.0857345223615615	0.08649010947879401	0.0872492640517264	0.08922706149173446	0.09229150593792299	0.09851172169621673	0.1231728294582797	0.1439710961885232	0.21159578643526342	0.33908737776380604	0.38317613577622234	0.39989109271239437	0.4104043846599119	0.4180109137031753	0.4242746524210074	0.4297064604696299
GRASO_124 - polya	0.0013750800873001193	0.015348180281573847	0.018473073597747792	0.021375667592649198	0.025481853627011906	0.028946547334273872	0.034739032505718255	0.041141252958367305	0.06280273396408119	0.09165877371755124	0.11147199465211347	0.12062596313165758	0.12827941119261205	0.13534376605219428	0.14488834619626012	0.15214641903580844	0.16197204903605456	0.17009073781938655	0.1784714222313612	0.1858501718453146	0.19268905167903472	0.1991960703831408	0.20522673339880576	0.21211483665366482	0.21963490512185574	0.22768531625651117	0.23706317190962262	0.24385441617449863	0.2507711007706641	0.2585738069473301	0.28275520954489775	0.35092647211771066	0.35949928665735653	0.3660571166348964	0.374009080927274	0.38201026864079046	0.389776454214676	0.39793960286226254	0.40576612682335067	0.41516462455629455	0.426970306368161	0.4349556155587295	0.44213588363583245	0.45033714073849423	0.45735544788152716	0.4638862843700553	0.4715349688741254	0.4775021177979982	0.4831659869335635
GRASO_124 - polyg	0.0	0.0	0.036431683051979136	0.054812661216628304	0.06391423057044388	0.06641668578705472	0.06837291981425304	0.06988455519890628	0.07138983917438033	0.073909760766234	0.07688698381899119	0.07952123077607075	0.08220470115428923	0.08395451438316305	0.08524861400342817	0.08644585463371027	0.08794478720000509	0.08904993239718854	0.09017254396961485	0.09128086487138792	0.0922589818849871	0.09279567596063079	0.09343875614002634	0.09393257820371034	0.09436764973248658	0.09488370172829783	0.09529019191576761	0.09574272981978671	0.09609046947234874	0.09651760173965099	0.09687645635827663	0.09716385762363614	0.09754335432209425	0.09792761457743679	0.09835951040162341	0.09887397454513985	0.09945354063274325	0.10029351449669449	0.10257049468744318	0.11090830708745811	0.12455748541359185	0.1412299345090321	0.17756158286643858	0.1848482370472934	0.18743643628782364	0.18933709548470384	0.19078362892527012	0.1921031341822521	0.1931828737427187
GRASO_125 - polya	0.00021495964269335323	0.002462927431537403	0.005661818385516456	0.009498301500026642	0.01473930905959255	0.01979996912232251	0.0243469120728531	0.029351099687078875	0.03680728458151866	0.05514352427245042	0.0710122823021267	0.08372951336689194	0.09665259561491438	0.10859925101138057	0.1212299517115023	0.1334926706504032	0.14754429102256575	0.16160775239199532	0.17791553816649444	0.19164745161244778	0.20394569354314973	0.2166474402268735	0.22917430448942303	0.2425910652388853	0.2547800056563533	0.26540775612646367	0.2771522037234472	0.2895151157161458	0.3029455391547623	0.3132681562337613	0.3256620369885429	0.34473424020191634	0.35542210650430534	0.3657055572077289	0.3760518562812619	0.3876441926056615	0.39744853834274313	0.41090173292995	0.42506629819912095	0.440866742783026	0.45925398984680027	0.47547797779448675	0.48714864687003734	0.49917454586359805	0.51078509910687	0.5228401451706265	0.5380084626696622	0.5491107638763963	0.5594133423446359
