Sample	total_splicing_events	known_splicing_events	partial_novel_splicing_events	novel_splicing_events	total_splicing_junctions	known_splicing_junctions	partial_novel_splicing_junctions	novel_splicing_junctions	known_splicing_events_pct	partial_novel_splicing_events_pct	novel_splicing_events_pct	known_splicing_junctions_pct	partial_novel_splicing_junctions_pct	novel_splicing_junctions_pct
GRASO_157	1445135	1340136	31855	66160	163193	125203	12590	25400	92.73431201929232	2.204292332550246	4.578118999263045	76.72081523104545	7.714791688368987	15.564393080585564
GRASO_158	1292118	1206918	28696	51387	151866	120422	11736	19708	93.4061749778271	2.2208497985478104	3.976958760732379	79.29490471863353	7.727865354984	12.977229926382469
GRASO_159	2613063	2422080	66528	114019	195430	137425	22062	35943	92.6912209923756	2.545977651514717	4.363423308201908	70.31929591157959	11.288952566136212	18.391751522284196
GRASO_160	2190968	2044908	52766	85562	177830	132795	18139	26896	93.33354024339926	2.4083418835875285	3.905214498796879	74.67525164482933	10.20019119383681	15.124557161333858
GRASO_161	1246060	1152158	28512	59492	159581	122916	11818	24847	92.46408680159864	2.2881723191499606	4.774408936969327	77.0242071424543	7.405643528991547	15.57014932855415
GRASO_162	1883949	1747405	45206	82957	174704	129854	15991	28859	92.75224541640989	2.399534169980185	4.403356991086277	74.32800622767652	9.153196263394085	16.51879750892939
GRASO_163	1533454	1434946	34101	58644	155957	123326	12472	20159	93.57607075269294	2.2238032572219315	3.824307739260519	79.07692504985349	7.997076117134851	12.925998833011665
GRASO_164	1307528	1222016	28687	51758	151982	121367	11567	19048	93.46002533024149	2.1939874327739064	3.9584620749995416	79.8561671776921	7.610769696411417	12.533063125896488
GRASO_165	1893485	1763944	46455	76239	170350	128797	16582	24971	93.15859380982685	2.4534126227564514	4.026385210339665	75.60727913120047	9.734076900498973	14.658643968300558
GRASO_166	1583958	1476210	36563	65100	161741	125224	13621	22896	93.19754690465277	2.3083314077772266	4.109957460993284	77.42254592218424	8.42148867634057	14.155965401475198
GRASO_167	977389	906124	20118	46552	144539	115727	8667	20145	92.70863494473541	2.058341151782965	4.76289379152006	80.06627968921882	5.996305495402625	13.937414815378549
GRASO_168	1775725	1661037	39256	69416	167905	130688	14248	22969	93.54134226865082	2.2107026707401203	3.9091638626476506	77.83448974122271	8.485750871028259	13.679759387749025
GRASO_169	796596	704627	22369	62138	132619	98312	7755	26552	88.45474996108442	2.808073352113242	7.80044087592707	74.1311576772559	5.847578401284884	20.021263921459216
GRASO_170	1875392	1752191	43446	73240	169297	129801	15686	23810	93.43065343138927	2.316635668702863	3.9053168617547693	76.67058483020963	9.265373869590128	14.06404130020024
GRASO_171	1943081	1815850	45279	74718	171043	129874	16314	24855	93.45210004112026	2.3302682698250874	3.845336349848514	75.9306139391849	9.537952444706885	14.531433616108231
GRASO_172	1180926	1108295	25852	42941	145297	118703	10700	15894	93.84965696411122	2.189129547490698	3.636214292851542	81.6968003468757	7.364226377695342	10.93897327542895
GRASO_173	1171940	1100900	24697	42184	145041	119498	9988	15555	93.9382562247214	2.10736044507398	3.5995016809734284	82.38911755986238	6.886328693266042	10.724553746871575
GRASO_174	1645269	1558637	32617	49087	152224	124543	12302	15379	94.73447807015145	1.9824721671653696	2.983524274753855	81.81561383224721	8.081511456800504	10.102874710952282
GRASO_175	1255475	1171798	27796	50883	149618	118912	11328	19378	93.33503255739859	2.2139827555307754	4.052888349031243	79.47706826718711	7.571281530297156	12.95165020251574
GRASO_176	1604493	1514694	32820	52126	153134	124255	12482	16397	94.40327879274014	2.045505963566061	3.248752098014762	81.1413533245393	8.151031123068684	10.707615552392022
GRASO_177	1485355	1401345	30676	48782	150703	123104	11900	15699	94.34411302348596	2.065230197494875	3.284198053663939	81.68649595562133	7.896325886014213	10.417178158364464
GRASO_178	1869274	1745754	41798	74217	171808	130737	15377	25694	93.39208698136282	2.2360552813552212	3.970364965221792	76.09482678338611	8.950107096293538	14.955066120320357
GRASO_179	1830136	1679713	45311	94444	186974	133026	17406	36542	91.78077476209418	2.4758269330803833	5.160490805054925	71.1467904628451	9.309315733738382	19.543893803416516
GRASO_180	1701871	1585331	39486	70292	168155	128345	14976	24834	93.15224244375749	2.3201523499724717	4.130277794262902	76.32541405251108	8.906068805566294	14.76851714192263
HIGADO_01	1281394	1211227	27684	38322	130299	109113	10227	10959	94.524166649758	2.160459624440258	2.990649246055468	83.74047383326042	7.848870674372021	8.410655492367555
HIGADO_02	1620117	1525317	37336	52498	141084	114315	12657	14112	94.14857075137166	2.3045249201137943	3.2403832562709978	81.02619715913923	8.971251169516032	10.002551671344731
HIGADO_03	1387543	1310445	30686	42143	135076	112277	10978	11821	94.44355958698218	2.211535065940299	3.037239206280454	83.12135390446859	8.127276496194735	8.75136959933667
HIGADO_04	1369217	1290865	30283	43728	135388	111187	11138	13063	94.27760537591922	2.211702016553987	3.193650093447569	82.12470824593021	8.226726150028068	9.648565604041718
HIGADO_05	1485055	1402152	33916	44603	138636	114143	12206	12287	94.41751315607839	2.283821137937652	3.0034577843918235	82.33287169277821	8.804350962232032	8.862777344989757
HIGADO_06	1513598	1429072	33188	46863	137037	112446	11724	12867	94.4155581600927	2.19265617422856	3.096132526602176	82.05521136627334	8.555353663609099	9.38943497011756
HIGADO_07	1847307	1735241	44486	62108	148696	117744	14657	16295	93.9335475911692	2.408154140053602	3.3620832920570325	79.18437617689783	9.857023726260289	10.958600096841879
HIGADO_08	1455860	1371022	33509	46982	138305	113313	11841	13151	94.17265396398005	2.3016636215020676	3.227096011979174	81.92979284913777	8.561512598966054	9.508694551896172
HIGADO_09	1333383	1259185	28274	41740	133768	110855	10535	12378	94.43535728294121	2.120471012454786	3.1303833932186027	82.8710902457987	7.875575623467496	9.253334130733808
HIGADO_10	1467788	1382688	33044	47176	139046	114129	11509	13408	94.20215998495695	2.251278795030345	3.214088138068986	82.08003106885491	8.277116925334061	9.642852005811028
HIGADO_11	1749215	1647157	40199	56417	145409	116944	13399	15066	94.16549709441092	2.2981165837246995	3.2252753377943817	80.42418282224621	9.21469785226499	10.361119325488794
HIGADO_12	1581048	1488819	35273	52090	140256	114029	12007	14220	94.16659076764273	2.230988559487125	3.2946501307993183	81.3006217202829	8.560774583618526	10.138603696098562
HIGADO_13	1966190	1847337	47215	65710	151505	119426	14958	17121	93.95516201384403	2.4013447327064017	3.3419964499870307	78.8264413715719	9.872941487079634	11.300617141348472
HIGADO_14	1974669	1856753	47659	64250	152021	119655	15545	16821	94.02856883862562	2.4135184175170625	3.25370986226046	78.70952039520856	10.225560942238243	11.0649186625532
HIGADO_15	1967126	1852075	46594	62723	152219	120521	15371	16327	94.15131516740666	2.36863322430795	3.188560366748241	79.17605555154087	10.097950978524363	10.725993469934766
HIGADO_16	1337054	1262193	29164	41769	132385	110332	10439	11614	94.40104887311956	2.1812133242187675	3.123957596327448	83.3417683272274	7.885334441213128	8.772897231559467
HIGADO_17	1793323	1687181	41598	58967	147023	117350	14063	15610	94.08126701101808	2.3196044438174273	3.288141623120876	79.81744352924373	9.565170075430375	10.617386395325902
HIGADO_18	1821386	1708694	43585	63283	148913	117624	14274	17015	93.81284362567847	2.3929578903099067	3.4744419908794733	78.98840262435112	9.585462652689825	11.426134722959043
HIGADO_19	1768872	1666073	41428	55877	145512	116866	13900	14746	94.1884432564934	2.3420575372327677	3.15890578854773	80.3136511078124	9.552476771675188	10.133872120512398
HIGADO_20	1434569	1354073	32160	43941	134490	110727	11452	12311	94.38883734417793	2.241788300179357	3.063010562754388	82.33102832924381	8.515131236523162	9.153840434233027
HIGADO_21	2302646	2152757	59662	83203	163070	123049	18390	21631	93.4905756247378	2.5910192013883155	3.6133647985838904	75.45777886797082	11.277365548537437	13.264855583491752
HIGADO_22	996106	943199	20928	28700	121052	103749	8253	9050	94.6886174764533	2.1009812208740835	2.8812194686107704	85.70614281465816	6.817731222945511	7.476125962396325
HIGADO_23	1737660	1634826	41284	56274	143988	115109	13696	15183	94.08204136597493	2.375838771681457	3.238493145954905	79.94346751118148	9.511903769758591	10.544628719059922
HIGADO_24	1765803	1659747	43032	57645	147235	117973	14134	15128	93.99389399610261	2.4369649388974874	3.264520447637704	80.12564947193262	9.599619655652528	10.274730872414848
HIGADO_25	1067677	1012600	21682	30254	122357	104924	8423	9010	94.84141739496121	2.0307639857372597	2.8336285224838598	85.75234763846777	6.883954330361157	7.363698031171081
HIGADO_26	1389978	1312351	31904	41531	136092	112625	11676	11791	94.41523534904869	2.2952881268624394	2.9878890169484693	82.75651764982513	8.579490344766775	8.663992005408106
HIGADO_27	1634974	1538950	39056	52265	143532	115370	13664	14498	94.12687908186919	2.388784164151846	3.196686919791997	80.37928824234316	9.519828330964524	10.100883426692306
HIGADO_28	1262194	1196309	26492	35612	127651	108057	9652	9942	94.78012096397225	2.0988849574629573	2.8214363243685203	84.65033568087989	7.5612411967003785	7.788423122419723
HIGADO_29	1297799	1227634	27806	38393	131521	110341	10237	10943	94.59353875291937	2.1425505798663735	2.9583163494501075	83.89610784589533	7.783547874483923	8.320344279620745
HIGADO_30	1477400	1395350	33061	44567	134424	110596	11350	12478	94.44632462434006	2.2377825910383105	3.0165831866793016	82.27399869070999	8.443432720347557	9.282568588942452
HIGADO_31	1225174	1157511	26599	37314	126947	106504	9662	10781	94.47727424839248	2.1710385626857898	3.0456082156493687	83.89642921849276	7.611050280825856	8.492520500681387
HIGADO_32	1325887	1252961	28619	40224	131627	109772	10409	11446	94.49983294202296	2.1584795687716976	3.0337426945131822	83.39626368450243	7.907952015923785	8.695784299573797
HIGADO_33	1418261	1340739	31273	41861	134763	112417	10857	11489	94.53401031262933	2.2050243220394554	2.951572383362442	83.41829730712436	8.056365619643374	8.525337073232267
HIGADO_34	1884394	1768326	45266	64940	152732	119546	15034	18152	93.84056625100695	2.4021515670289757	3.446200741458527	78.27174396982952	9.843385799963334	11.884870230207161
HIGADO_35	1222275	1152423	27250	38717	128484	106858	10172	11454	94.28508314413696	2.229449182876194	3.167617761960279	83.16833224370349	7.9169390741259615	8.914728682170542
HIGADO_36	1441050	1359476	32227	45025	135971	111823	11529	12619	94.33926650706083	2.236355435272891	3.124457860587766	82.2403306587434	8.479013907377308	9.280655433879282
HIGADO_37	1236499	1168586	26449	37474	128531	107275	9771	11485	94.50763809756417	2.13902316136123	3.0306534821297872	83.4623553850822	7.602057091285371	8.935587523632432
HIGADO_38	1270516	1202448	27077	37069	129644	108981	10019	10644	94.64249171202881	2.1311813467913825	2.917633465458129	84.06173829872574	7.728086143593224	8.210175557681035
HIGADO_39	1418062	1338385	31359	44070	134764	111297	11197	12270	94.38127528979692	2.211398373272819	3.107762566093725	82.58659582677866	8.308598735567362	9.104805437653972
HIGADO_40	1268691	1197251	28306	39221	130901	109217	10373	11311	94.3689992283385	2.231118530832173	3.09145410505789	83.43480951253237	7.9243092107776105	8.640881276690017
HIGADO_41	1688080	1585560	40520	56694	145110	116155	13401	15554	93.92682811241173	2.4003601725036727	3.3584901189517082	80.04617186961616	9.235063055612983	10.718765074770864
HIGADO_42	1633213	1533795	38641	55593	145887	116733	13326	15828	93.91273520355276	2.3659498179355665	3.403903838629744	80.01603981163503	9.134467087540358	10.849493100824612
HIGADO_43	1557163	1461012	38432	53080	143042	115198	13019	14825	93.82524501288562	2.468078165227404	3.4087632444387643	80.53438850127934	9.101522629717145	10.36408886900351
HIGADO_44	1186735	1118182	27091	37740	129908	108670	9985	11253	94.22339443936515	2.282817983795877	3.1801539518089545	83.65150722049451	7.686208701542631	8.662284077962866
HIGADO_45	1320684	1241983	30002	44389	134306	110367	10727	13212	94.0408909322745	2.2717016333960283	3.3610613894012493	82.17577770166635	7.986984944827484	9.837237353506174
HIGADO_46	1290577	1220774	27991	37938	130769	110217	10009	10543	94.59133395372767	2.168874852101037	2.939615381337185	84.28373697130054	7.653954683449442	8.062308345250022
HIGADO_47	1114183	1052941	24116	33727	125653	106876	9084	9693	94.50341640466601	2.16445592869394	3.0270610842204557	85.05646502670051	7.22943343971095	7.714101533588534
HIGADO_48	1177777	1109920	26281	37760	127764	106911	9737	11116	94.2385527990443	2.231407133948107	3.206039853045186	83.6785009861933	7.621082621082621	8.700416392724085
HIGADO_49	1999432	1882948	46875	63625	152461	120525	15339	16597	94.17414545730988	2.3444158140912017	3.182153731659791	79.05300371898387	10.060933615809944	10.886062665206184
HIGADO_50	1459574	1379949	31868	43266	133204	110444	11100	11660	94.54464110761084	2.1833767935027617	2.964289580384414	82.91342602324254	8.33308309059788	8.753490886159575
HIGADO_51	1282222	1209219	27851	40888	131311	108792	10084	12435	94.30652414324508	2.172088764660098	3.1888393741489383	82.85063703726269	7.67947848999703	9.469884472740288
HIGADO_52	1588287	1497739	35565	50290	139951	113963	12079	13909	94.29901522835608	2.2392048792189323	3.166304326610997	81.4306435823967	8.630877950139691	9.938478467463613
HIGADO_53	1323059	1251190	28208	39565	129403	108320	10040	11043	94.56796711257775	2.132028881554035	2.9904184167145984	83.70748746165081	7.758707294266748	8.53380524408244
HIGADO_54	1510393	1429644	32740	43604	136894	113931	11306	11657	94.65377554053812	2.1676477579014204	2.8869307524597905	83.22570748170118	8.258944877058163	8.515347641240668
HIGADO_55	1284587	1212793	27862	40023	132346	110656	10132	11558	94.41112201820508	2.168946128210857	3.115631716652901	83.6111404953682	7.6556903873180895	8.733169117313707
HIGADO_56	1218618	1153733	25016	36248	126910	107373	9210	10327	94.67552588259815	2.0528172076893663	2.9745170348706487	84.60562603419747	7.257111338743992	8.137262627058545
HIGADO_57	1359252	1282243	29454	43330	132364	109663	10437	12264	94.33445748102632	2.1669271040248606	3.187782692245441	82.8495663473452	7.8850744915535955	9.265359161101205
HIGADO_58	1443085	1365041	30691	43079	135708	112816	10923	11969	94.5918639581175	2.126763149779812	2.9852018418873456	83.13142924514398	8.048899106906005	8.81967164795001
HIGADO_59	1441002	1363190	30671	42867	133872	110993	11125	11754	94.60014628709746	2.128449509438571	2.9748050314989154	82.90979443050077	8.310176885383052	8.78002868411617
HIGADO_60	1310514	1237673	28288	40550	131112	108995	10344	11773	94.44179917192797	2.158542373450417	3.09420578490577	83.13121605955214	7.889438037708219	8.979345902739642
MUSCULO_100	2219243	2032790	67368	112128	166002	124309	18272	23421	91.59835132971018	3.0356297169800692	5.052533679277123	74.88403754171637	11.007096300044578	14.108866158239058
MUSCULO_101	1655476	1522921	46894	80839	144810	115777	13766	15267	91.99293737873579	2.8326596096832573	4.8831272697399415	79.95097023686209	9.506249568399973	10.542780194737933
MUSCULO_102	1107108	1020241	29172	54672	125858	105727	9763	10368	92.15370135524267	2.634973281739451	4.938271604938271	84.00498975035357	7.757154888842982	8.237855360803445
MUSCULO_103	1091400	999966	28805	59531	124542	104617	9241	10684	91.6223199560198	2.6392706615356425	5.454553784130475	84.0013810602046	7.419986831751538	8.578632108043873
MUSCULO_104	1481671	1361814	39970	75792	142634	115539	12442	14653	91.9106873253239	2.697629905694314	5.1153056245279815	81.00382797930368	8.7230253656211	10.273146655075227
MUSCULO_105	1385581	1271347	39496	70531	136678	110384	11828	14466	91.75551627800901	2.8505009811768494	5.090355598120933	80.76208314432462	8.653916504484995	10.58400035119039
MUSCULO_106	1042276	957813	28223	53242	127852	106455	9635	11762	91.89629234482996	2.7078240312546775	5.108243881658985	83.2642430310046	7.53605731627194	9.199699652723462
MUSCULO_107	1445337	1328698	40235	71978	143203	115238	12556	15409	91.92997895992423	2.783779838196905	4.980015041474757	80.47177782588354	8.7679727380013	10.760249436115165
MUSCULO_108	1838243	1687067	53581	91943	152610	118779	15431	18400	91.77606007475617	2.9147941811827924	5.0016782329648475	77.83172793394928	10.111395059301488	12.056877006749229
MUSCULO_109	1338796	1233957	35851	65273	134832	111504	11231	12097	92.16915795983854	2.6778538328468264	4.875500076187858	82.69846920612316	8.329625014833274	8.97190577904355
MUSCULO_110	1292722	1192055	34820	62076	134179	111032	10998	12149	92.21278820968467	2.6935412254142808	4.801960514325586	82.74916343093926	8.196513612413268	9.054322956647463
MUSCULO_111	1195151	1100955	31468	59295	131674	109343	10228	12103	92.11848544660883	2.632972737336119	4.961297777435655	83.04069140452937	7.767668636177226	9.191639959293406
MUSCULO_112	1365012	1254747	38159	68263	137453	111731	11905	13817	91.92204903693154	2.7955065596492927	5.000908416922342	81.28669436098157	8.66114235411377	10.052163284904658
MUSCULO_113	1243248	1138697	33031	67174	143685	115048	11424	17213	91.59049521897481	2.656831139080859	5.403105414205371	80.06959668719769	7.950725545464037	11.979677767338275
MUSCULO_114	1139845	1046627	28762	60914	135526	111466	9857	14203	91.82187051748264	2.5233255398760357	5.3440599379740235	82.24694892492953	7.2731431607219275	10.479907914348537
MUSCULO_115	1457537	1337528	40134	75190	148226	117787	13032	17407	91.76631536626515	2.753549309554406	5.158702660721477	79.46446642289476	8.791979814607425	11.743553762497807
MUSCULO_116	1818021	1664848	55415	92117	156036	119550	16239	20247	91.57473978573405	3.0480946039677206	5.066883165816016	76.61693455356456	10.40721371991079	12.975851726524649
MUSCULO_117	1028907	946621	29124	50287	126260	105000	9889	11371	92.00258138004698	2.8305765244089116	4.887419368319974	83.16172976397908	7.832250910818946	9.006019325201963
MUSCULO_118	1550657	1426496	44054	75557	142153	115014	13147	13992	91.9930068351673	2.840989335488119	4.872579816168243	80.90859848191737	9.24848578644137	9.84291573164126
MUSCULO_119	1159720	1065906	31856	58571	133087	109585	10492	13010	91.91063360121409	2.7468699341220293	5.050443210430103	82.34087476613043	7.88356488612712	9.775560347742454
MUSCULO_120	1408238	1298734	38791	66804	141509	115412	12424	13673	92.22404167477373	2.7545769962179687	4.7438004087377275	81.5580634447279	8.779653590937679	9.662282964334425
MUSCULO_61	1705030	1565150	49866	85016	148375	117151	14534	16690	91.79603877937632	2.924640622159141	4.986187926312146	78.95602358887953	9.795450716090984	11.248525695029485
MUSCULO_62	2041214	1874645	61947	98826	159563	122153	17678	19732	91.83970911428199	3.0348116366044913	4.841530579351307	76.5547150655227	11.079009544819288	12.366275389658004
MUSCULO_63	1885678	1732943	54876	92246	152517	119135	15533	17849	91.90026080804888	2.9101469073723085	4.891927465876995	78.11260384088331	10.184438456040965	11.702957703075722
MUSCULO_64	1326335	1219344	36481	66841	133172	109921	11164	12087	91.93333509256712	2.7505117485401502	5.0395262132115946	82.54062415522783	8.38314360376055	9.076232241011624
MUSCULO_65	1160629	1066589	30736	60045	129517	108311	10022	11184	91.89749696069975	2.6482191983829457	5.173487824274596	83.62685979446714	7.737980342348881	8.635159863183983
MUSCULO_66	1137120	1046596	29638	57628	135563	112621	10355	12587	92.03918671732096	2.60640917405375	5.067890811875616	83.07650317564527	7.6385149340159195	9.284981890338809
MUSCULO_67	1096210	1005187	30124	57801	126042	105267	9670	11105	91.69657273697558	2.748013610530829	5.27280356865929	83.51739896225068	7.67204582599451	8.810555211754812
MUSCULO_68	1076118	986857	29698	56360	124753	104115	9486	11152	91.70527767400974	2.7597345272544462	5.237343860059957	83.45691085585116	7.603825158513223	8.939263985635616
MUSCULO_69	1132766	1040809	29702	58943	130945	108921	9954	12070	91.88208332524106	2.622077286924219	5.20345773089941	83.1807247317576	7.601664821108099	9.217610447134293
MUSCULO_70	1144642	1051552	30505	59283	128903	107553	9705	11645	91.86732620330199	2.66502539658688	5.17917392512244	83.4371581732	7.5289170926976094	9.033924734102387
MUSCULO_71	1260237	1161730	33865	61171	135955	112576	10954	12425	92.18345438199323	2.6871929644979478	4.853928269047806	82.80386892721856	8.057077709536244	9.139053363245193
MUSCULO_72	934566	858431	24117	49239	119775	102061	8201	9513	91.85343785243631	2.5805561083968387	5.268648763169215	85.21060321436026	6.847004800667919	7.942391984971822
MUSCULO_73	1516335	1392282	42944	76666	141564	113921	12820	14823	91.81889226325318	2.83209185305358	5.056006753125134	80.47314288943517	9.055974682828968	10.470882427735866
MUSCULO_74	1653627	1521502	44606	82525	149956	120126	13353	16477	92.00998774209661	2.697464422145986	4.990545026175794	80.10749819947185	8.904612019525727	10.987889781002428
MUSCULO_75	1438385	1324926	39716	69658	139042	113252	12087	13703	92.11205622972986	2.7611522645188873	4.842792437351613	81.45164770357158	8.693056774212108	9.85529552221631
MUSCULO_76	1467042	1357592	37464	67797	146730	119753	12459	14518	92.53940923300082	2.553710118728707	4.621340084332964	81.61453008927963	8.49110611326927	9.8943637974511
MUSCULO_77	2081073	1910292	61144	103232	162627	124009	17586	21032	91.79360839336246	2.9380997206729416	4.960517963569755	76.25363562016148	10.813702521721485	12.932661858117042
MUSCULO_78	1839246	1688334	54139	91455	151797	118915	15277	17605	91.79489856169322	2.9435431693204714	4.972418045220704	78.3381753262581	10.064098763480175	11.597725910261731
MUSCULO_79	1543238	1417257	44045	77272	142810	114443	13039	15328	91.83657997016662	2.854063987537891	5.007134349983606	80.13654505986976	9.130313003291086	10.733141936839157
MUSCULO_80	1250461	1146473	33601	66542	135352	111658	10725	12969	91.6840269308679	2.687089001576219	5.321397468613576	82.4945327738046	7.923783911578698	9.581683314616702
MUSCULO_81	1349870	1242110	37241	66526	135549	111394	11393	12762	92.01700904531548	2.758858260425078	4.928326431434138	82.1798759120318	8.405078606260467	9.415045481707722
MUSCULO_82	1430547	1309278	41240	75710	140736	112946	12632	15158	91.52289299128236	2.8828133574080406	5.292381166085421	80.2538085493406	8.975670759436108	10.770520691223282
