Sample	total_splicing_events	known_splicing_events	partial_novel_splicing_events	novel_splicing_events	total_splicing_junctions	known_splicing_junctions	partial_novel_splicing_junctions	novel_splicing_junctions	known_splicing_events_pct	partial_novel_splicing_events_pct	novel_splicing_events_pct	known_splicing_junctions_pct	partial_novel_splicing_junctions_pct	novel_splicing_junctions_pct
MUSCULO_83	1807996	1659704	51946	90781	153425	119846	14974	18605	91.79799070351926	2.873125825499614	5.021084117442737	78.11373635326707	9.759817500407365	12.126446146325566
MUSCULO_84	1630771	1505809	45508	74928	147725	118273	14020	15432	92.33724416242379	2.790581878142302	4.594636524686789	80.06295481468946	9.490607547808427	10.446437637502115
MUSCULO_85	1575804	1448620	43759	78835	144941	116527	13293	15121	91.92894547799092	2.776931648859884	5.0028429931641245	80.39616119662483	9.171317984559234	10.432520818815933
MUSCULO_86	1281806	1174819	35819	67390	133790	110210	10945	12635	91.65341713176565	2.7944166277892286	5.257425850713759	82.37536437700874	8.180730996337545	9.443904626653712
MUSCULO_87	1504119	1383575	41144	74841	144294	116910	12673	14711	91.98574048994793	2.735421864892339	4.97573662722165	81.02207992016301	8.782762970047264	10.195157109789735
MUSCULO_88	1516914	1384221	44501	83036	146767	116127	13188	17452	91.25243751458554	2.9336534569527344	5.474008414451973	79.12337242023071	8.985671165861536	11.890956413907759
MUSCULO_89	1170500	1078293	31164	57913	128764	107347	10023	11394	92.12242631354121	2.6624519436138403	4.94771465185818	83.36724550340158	7.784007952533317	8.848746544065111
MUSCULO_90	2434798	2228303	76889	122006	171067	125581	20368	25118	91.51900896912187	3.1579211088558474	5.010929038055724	73.41041814026083	11.906446012381114	14.683135847358052
MUSCULO_91	1704425	1571602	49492	78186	150063	118475	14727	16861	92.20716663977588	2.903735864001056	4.587236164688972	78.95017426014407	9.81387817116811	11.235947568687818
MUSCULO_92	1627930	1496016	46230	81088	150572	118774	14518	17280	91.89682603060328	2.839802694219039	4.98104955372774	78.88186382594373	9.641898892224319	11.476237281831947
MUSCULO_93	1555682	1425454	44235	81400	143246	114055	13154	16037	91.62888045243179	2.8434474397723957	5.23243182089913	79.62176954330313	9.182804406405763	11.195426050291108
MUSCULO_94	1215048	1112799	33715	64773	132774	108962	10580	13232	91.5847768977028	2.7747874981070706	5.330900507634266	82.06576588789974	7.968427553587299	9.965806558512961
MUSCULO_95	1663050	1528319	48079	81680	148171	117018	14448	16705	91.8985598749286	2.891013499293467	4.911457863563934	78.97496811116885	9.750895924303677	11.274135964527472
MUSCULO_96	1353664	1235008	36763	76687	146265	115823	12050	18392	91.23445699966905	2.715814264100988	5.665142901044868	79.18709192219602	8.238471267904146	12.574436809899838
MUSCULO_97	1040916	952455	27621	57583	124179	102776	9276	12127	91.50161972724024	2.6535282385898573	5.531954547725273	82.76439655658365	7.469862053970477	9.765741389445882
MUSCULO_98	1571387	1436086	44354	85502	151620	117964	13979	19677	91.38970858229068	2.8226019433786838	5.441180307588137	77.80240073868883	9.219759926131117	12.977839335180056
MUSCULO_99	1601515	1470351	47371	78861	147673	116674	14153	16846	91.81000490160879	2.9578867509826634	4.924149945520336	79.00834952902697	9.584013326742195	11.407637144230835
