Sample	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_121	3957607.0	13842.0	13218.0	11736.0	13071.0	16609.0	16581.0	19884.0	27793.0	29785.0	30061.0	37324.0	37734.0	46628.0	58728.0	68804.0	76099.0	89255.0	105652.0	126354.0	147117.0	169460.0	190635.0	208852.0	245197.0	294660.0	338576.0	374575.0	408285.0	469015.0	601272.0	1770198.0	13773148.0	26156480.0
GRASO_122	2342889.0	16288.0	13360.0	12366.0	11928.0	16287.0	15068.0	16363.0	26004.0	28108.0	23164.0	26139.0	26370.0	32785.0	41481.0	48342.0	55671.0	66891.0	79192.0	97684.0	114572.0	134521.0	156614.0	175738.0	207708.0	252673.0	295967.0	342329.0	385007.0	446652.0	596535.0	2053782.0	17099308.0	32863311.0
GRASO_123	9757242.0	64197.0	49137.0	42128.0	45139.0	65923.0	62744.0	69688.0	102056.0	112095.0	96223.0	132453.0	112909.0	117780.0	141418.0	151512.0	154506.0	163811.0	180331.0	212634.0	235483.0	274436.0	300369.0	324984.0	340506.0	411003.0	457770.0	536207.0	550164.0	614005.0	804787.0	2261660.0	19372776.0	31759879.0
GRASO_124	1291551.0	148924.0	84898.0	93172.0	89203.0	166857.0	116797.0	117560.0	173577.0	148471.0	111043.0	111986.0	94396.0	90447.0	88931.0	95496.0	107911.0	128207.0	136238.0	133199.0	151162.0	180505.0	207528.0	217164.0	244039.0	268453.0	285926.0	309772.0	329129.0	364596.0	436525.0	1056206.0	8374913.0	15534293.0
GRASO_125	890399.0	7490.0	6317.0	5999.0	6724.0	9916.0	9383.0	10520.0	17441.0	18947.0	16143.0	21710.0	20807.0	26815.0	35415.0	41524.0	47014.0	54304.0	65907.0	82071.0	98943.0	115174.0	133236.0	153314.0	182102.0	223045.0	258955.0	294967.0	333155.0	395572.0	536884.0	1918811.0	16821828.0	32033193.0
GRASO_126	1715776.0	12639.0	9725.0	9493.0	9611.0	14099.0	12978.0	14479.0	23991.0	27059.0	24597.0	30800.0	29362.0	37367.0	48106.0	57071.0	65704.0	76206.0	91000.0	108914.0	129944.0	155806.0	181362.0	202083.0	236447.0	286825.0	323895.0	374231.0	412372.0	483797.0	626826.0	1826969.0	16260831.0	27773809.0
GRASO_127	676436.0	9883.0	9192.0	8463.0	9539.0	13348.0	13302.0	14905.0	24048.0	26369.0	24765.0	30380.0	31747.0	40150.0	51392.0	60297.0	68848.0	82540.0	97703.0	118776.0	140212.0	162005.0	183920.0	206489.0	244460.0	299106.0	344811.0	389103.0	438628.0	514337.0	685821.0	2298626.0	19132597.0	35625220.0
GRASO_128	295780.0	9188.0	8398.0	8230.0	9634.0	12448.0	13153.0	15393.0	22703.0	27047.0	28105.0	40894.0	38089.0	46051.0	62375.0	74666.0	83018.0	98133.0	114985.0	137857.0	158507.0	182864.0	202633.0	223621.0	256500.0	312764.0	354025.0	402693.0	432923.0	499119.0	642557.0	2090217.0	16823619.0	29532879.0
GRASO_129	3878397.0	298362.0	223764.0	204228.0	228065.0	289966.0	278474.0	253825.0	300073.0	277685.0	286173.0	299633.0	262400.0	271105.0	276608.0	284758.0	294606.0	320561.0	351488.0	344815.0	372141.0	405629.0	425511.0	429670.0	430122.0	498618.0	553823.0	602824.0	649295.0	684679.0	822000.0	1298010.0	9359250.0	14518275.0
