Sample	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0
GRASO_121	3915070.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	14.0	178.0	2317.0	14112.0	45856.0	84461.0	103670.0	100490.0	101173.0	105352.0	117004.0	130557.0	151303.0	177027.0	208974.0	241292.0	295831.0	376316.0	520094.0	760564.0	1201939.0	1994156.0	5206297.0	27979338.0	6110845.0
GRASO_122	2300849.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	17.0	202.0	2079.0	12701.0	44312.0	89662.0	114656.0	114897.0	117127.0	123367.0	136210.0	153254.0	179406.0	210285.0	250693.0	294681.0	366664.0	467045.0	643812.0	944893.0	1498613.0	2522571.0	6636710.0	33845473.0	7050913.0
GRASO_123	9612120.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	30.0	293.0	3804.0	23344.0	76290.0	140923.0	173272.0	171609.0	170757.0	174324.0	188433.0	205186.0	235095.0	270413.0	306046.0	338964.0	411376.0	520907.0	714966.0	1040273.0	1632096.0	2655731.0	6682105.0	36073523.0	8256071.0
GRASO_124	809456.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	22.0	147.0	1484.0	9349.0	32058.0	63970.0	82412.0	82692.0	84984.0	88138.0	99804.0	113681.0	127296.0	147370.0	171952.0	199629.0	249154.0	318192.0	436099.0	629096.0	979451.0	1612094.0	3953286.0	17529272.0	3667981.0
GRASO_125	870220.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	18.0	235.0	2337.0	14433.0	49409.0	96140.0	119148.0	115586.0	115097.0	118207.0	129424.0	144437.0	170189.0	198375.0	237877.0	279917.0	347193.0	442866.0	608629.0	888055.0	1403491.0	2346250.0	6192344.0	33196995.0	6807150.0
GRASO_126	1683480.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	23.0	213.0	2438.0	13984.0	48396.0	93813.0	118526.0	116670.0	117622.0	120742.0	132059.0	146155.0	169230.0	198348.0	235611.0	273912.0	337416.0	426009.0	586342.0	850851.0	1332929.0	2175213.0	5474072.0	30076413.0	6963702.0
GRASO_127	650083.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	21.0	257.0	2646.0	15507.0	53549.0	106056.0	134135.0	131694.0	132310.0	137247.0	150842.0	168698.0	197547.0	231607.0	278128.0	326616.0	408693.0	523097.0	722779.0	1058770.0	1677652.0	2825062.0	7467309.0	37526819.0	7150288.0
GRASO_128	272576.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	17.0	203.0	2283.0	13219.0	46152.0	90685.0	113168.0	111551.0	112548.0	116916.0	127523.0	142979.0	167394.0	196967.0	234580.0	277749.0	344599.0	437962.0	605122.0	882158.0	1392498.0	2312965.0	6006021.0	32099825.0	7153401.0
GRASO_129	2978905.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	26.0	293.0	3141.0	16912.0	52239.0	98133.0	131362.0	139084.0	136421.0	142011.0	160145.0	171121.0	185146.0	211114.0	242131.0	276795.0	340201.0	432549.0	581907.0	822540.0	1274273.0	2057161.0	4817860.0	20792099.0	4211261.0
GRASO_130	2865287.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	21.0	200.0	2541.0	15600.0	51895.0	97236.0	116673.0	109801.0	108251.0	110403.0	121081.0	134543.0	155610.0	182589.0	217126.0	252383.0	311831.0	397766.0	549371.0	804808.0	1265752.0	2083602.0	5297039.0	28840600.0	6764383.0
GRASO_131	943219.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	12.0	183.0	2008.0	12656.0	44274.0	87164.0	108981.0	106121.0	106705.0	110389.0	119675.0	132726.0	154722.0	181335.0	214247.0	250707.0	312194.0	396988.0	548959.0	801034.0	1257190.0	2058482.0	5235848.0	27970988.0	6241129.0
