Sample	10	11	12	13	14	15	16	17	18	19	1	20	2	3	4	5	6	7	8	9	MT	X
GRASO_121	0.06140449361065525	0.019940727484069883	0.06867665116766318	0.016632924564058984	0.0985311346454308	0.017315779125425895	0.014353978167405825	0.02047242249335183	0.015602507489168608	0.02231534575774826	0.10754905854883533	0.024785296110940717	0.05479188302276869	0.04060002602345532	0.03731797220373297	0.04903606556667332	0.10424053827852313	0.06962819746469022	0.057524635288094865	0.02980254479893533	0.03516604715078088	0.03398059431515995
GRASO_122	0.04833860049047367	0.019735800695783137	0.11586565701864115	0.015572611335407983	0.07252866976893146	0.016452798076480632	0.014122004318629693	0.02009752395202195	0.016067969881637428	0.023399379966657734	0.08396968999544821	0.02654153433290276	0.052681117013925555	0.036904460922492235	0.03784985754104733	0.03675022275154642	0.1034723399677086	0.09575417627629472	0.06274089390779065	0.027725144432255166	0.025414044604729038	0.04791454081358392
GRASO_123	0.07075560561006425	0.01936073774334652	0.12356256896673926	0.0053363418058247755	0.11587247631315598	0.012900499974315275	0.004296067505961132	0.013087422352473765	0.009246501187674713	0.024613837629618454	0.05230650265723116	0.006864118698545204	0.0700864398304418	0.027635313311385357	0.02001709627350396	0.022078407989185107	0.19341820780438512	0.09486950273721144	0.0436702757499127	0.023803641248758844	0.00519498348049489	0.04087056523952795
GRASO_124	0.040479115832565624	0.01674884638832333	0.14278039796747558	0.01193554006269951	0.040095663127715765	0.011273192488518175	0.011938726255079619	0.014949519537248199	0.011738614351564753	0.022360698123600583	0.06980389524858348	0.01646118552702071	0.05306029577408013	0.029637216489709083	0.030219100817515145	0.0355046452386405	0.1294414749008171	0.12857616211651182	0.07058682673040403	0.019085054581298416	0.03835584357114275	0.05472875096202006
GRASO_125	0.06169144043474176	0.01964013407476686	0.08770442129386838	0.01688017118123301	0.061628585731378416	0.01971437821656006	0.012733159106675274	0.023971940801144245	0.017384062635183085	0.02665036382720029	0.09000104480871575	0.019492730017080812	0.060216558822837093	0.04026125953144762	0.03734554302749979	0.039883807056792696	0.1200914851575402	0.08402247119989487	0.05798499899496312	0.029086822084335932	0.021921365635010185	0.051307261807653236
GRASO_126	0.043266919968023045	0.01356370032771254	0.1332868057758452	0.010117808515554117	0.09419284743323529	0.012468023067390439	0.008481355817935765	0.015541956998207655	0.011036356073821986	0.029987605865517474	0.0705967192496439	0.012455124321700105	0.04432221298622016	0.026982317473562493	0.026023121389550073	0.031754981258156616	0.16873386330042311	0.08749880763329868	0.06799244288662606	0.020586074161206204	0.0265058652591569	0.04440207779099679
GRASO_127	0.0493599887853581	0.019363167155374596	0.0856168239743105	0.016346361310476162	0.09519737013570208	0.016272151183460138	0.015774643114492642	0.020386553890540494	0.015572568281901213	0.02536721675791135	0.09462927331886245	0.02539637542728756	0.05214721232706953	0.03830525985806483	0.03820387062384711	0.0406078284122262	0.10900523848442244	0.07939427198767725	0.06313718799309041	0.028444328885547963	0.025119133522932234	0.04609416152435519
GRASO_128	0.05953071869037495	0.015456525993892094	0.11756475294124204	0.012217892120624511	0.07516798740996844	0.015358693266975804	0.01101961759165136	0.021222110885711336	0.01495316299502065	0.026613448759102373	0.08292230490082396	0.014131403810594984	0.05172066646207675	0.03436707860778788	0.03574656917460542	0.03371338988621612	0.14401301576243747	0.09001277978507771	0.05546804837614463	0.02792958694210028	0.01809855437611726	0.04253808939283911
GRASO_129	0.02364231235588858	0.005841395119492613	0.05422765422824706	0.0024019370321822706	0.3830666626862444	0.004348626992317589	0.0038724348693803187	0.0045838922176307	0.0029831445506729435	0.014139140490234481	0.1278312997931631	0.005304014590678461	0.019152018089372384	0.011027479114761306	0.010075118393840966	0.07327516662940706	0.13525511664029088	0.06281901455237199	0.022594589312288662	0.010914237826888943	0.002410617740282451	0.01992768287928878
GRASO_130	0.06159096719577978	0.01985191295164147	0.10145497202391823	0.014940437930748528	0.05036345310658126	0.01429703093519697	0.015165465391037546	0.019951397298132927	0.01562283361631532	0.029075300722211657	0.09666629031425575	0.029845046519112104	0.052862696004025524	0.03947380199322306	0.03807714801617366	0.03728054776441578	0.1176298255802572	0.09505524534727262	0.06123341095304401	0.0289885473765415	0.017604622177068773	0.042780878378444
GRASO_131	0.08954037563448126	0.018607589746023154	0.08859524120287571	0.010985232427153544	0.0749321666537619	0.011531758510525202	0.011969628734335241	0.016814695374027418	0.012497633602148764	0.026044957822947124	0.08844512340707249	0.018678873649963543	0.05796423269303136	0.03728139453374865	0.036454336485787664	0.03364048797035419	0.13886729614957496	0.08810584885352561	0.051040554551749606	0.0415242260649367	0.008441991373571822	0.03789927236434113
GRASO_132	0.06625658636885445	0.02016230032742056	0.10382357193157292	0.013142456408658031	0.04184767042883605	0.013418284895432918	0.013192883071360023	0.018795466881165537	0.014736686121961766	0.03148033258199888	0.09393268269741387	0.029190786465275356	0.053416749472019597	0.03504298820901685	0.03498165164555909	0.03352704782446532	0.13023453652174116	0.10225540393208005	0.06293670208048235	0.02746967148056239	0.013682221143866927	0.046315267346373826
GRASO_133	0.0673884313066898	0.018640674274082874	0.12132362378291342	0.011870433424754794	0.04717033069309013	0.012065318328644723	0.013179683565685113	0.017647477663579405	0.014179291343120288	0.03062999356139133	0.09477443511244592	0.023319891172384113	0.0488419574740012	0.03208700410079122	0.03295076313649926	0.033241171999199286	0.13190655403638693	0.09936551060779782	0.06355191858905952	0.02453829216372537	0.016511438311059667	0.04476639808329422
GRASO_134	0.06415960493568258	0.020646303033609283	0.08245560401678007	0.01725822639593522	0.04035937891187808	0.0161680481052905	0.018451843211638678	0.021112019937421463	0.017301045340169723	0.023328752695224497	0.11410947533199295	0.026818208829098036	0.05345265486753094	0.041040563222768944	0.041427461387452465	0.041130164188289645	0.09990443449281602	0.08085356886379953	0.06745923189278952	0.029252202341695885	0.04306804244628215	0.040164413233010954
GRASO_135	0.04693218869362593	0.020125978361921416	0.10669116445439474	0.016814459972495654	0.040829994836555764	0.015395013690744431	0.015611943368973662	0.020656744441415624	0.016171118031405793	0.023971476043815068	0.0826849668092111	0.020406491854524013	0.0600118934243033	0.03943632986360516	0.0397366140666223	0.03730925848003761	0.10966533328408927	0.10188818601010166	0.07338700583477893	0.026457274304015236	0.03357966328023001	0.051943156523580274
GRASO_136	0.06822034313325033	0.016905692836540035	0.11267473014106154	0.00987449530935378	0.0740834136832596	0.011278976609124115	0.009607677783114686	0.017911294859357836	0.013369638026245299	0.02885526348424315	0.08811990465289933	0.01527374640535833	0.05119228485392419	0.032939274215754655	0.03266105889223314	0.03703630788502234	0.1558257544889161	0.08867227790224948	0.053388918518314274	0.031074540045435438	0.007416584866111657	0.04346033548003846
