GRASO_128	1528.0	5223.0	18262.0	9912.0	8201.0	7581.0	9444.0	17156.0	13811.0	12960.0	12752.0	14107.0	16941.0	17956.0	20039.0	27221.0	31659.0	32980.0	46392.0	45131.0	51728.0	68243.0	80693.0	89730.0	104769.0	122662.0	145823.0	166412.0	191138.0	212098.0	233783.0	267782.0	325805.0	367984.0	420137.0	460000.0	559098.0	929166.0	4515879.0	14420305.0	28877218.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_129	1704.0	12789.0	58639.0	36912.0	66283.0	97381.0	181588.0	541428.0	309731.0	232610.0	214693.0	239279.0	301008.0	292141.0	265857.0	308899.0	290276.0	295814.0	310714.0	270763.0	278718.0	283872.0	292262.0	303332.0	328675.0	361862.0	355646.0	382320.0	416736.0	436873.0	442476.0	443310.0	513503.0	567999.0	618857.0	672719.0	723311.0	944846.0	2356763.0	8301246.0	13906526.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_130	1712.0	6360.0	20710.0	11323.0	10551.0	9198.0	11850.0	33062.0	24881.0	23909.0	23061.0	24197.0	35874.0	34170.0	35741.0	54063.0	59121.0	49354.0	55217.0	58778.0	63779.0	73864.0	84497.0	94376.0	107172.0	121344.0	146107.0	169237.0	195047.0	213658.0	236315.0	271053.0	319316.0	359356.0	410962.0	452096.0	547267.0	915078.0	3971053.0	12509186.0	26108867.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_131	1373.0	5018.0	15321.0	9310.0	7681.0	6812.0	7493.0	11422.0	9767.0	10100.0	10786.0	12210.0	14973.0	15353.0	16822.0	23371.0	27953.0	29297.0	35456.0	37337.0	43806.0	55721.0	66352.0	73495.0	83387.0	96259.0	119313.0	140335.0	163458.0	182276.0	206696.0	239031.0	287716.0	328687.0	375199.0	412268.0	519945.0	863581.0	4091593.0	12280073.0	25502058.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_132	1045.0	3857.0	12838.0	7535.0	7219.0	6264.0	9087.0	31824.0	22681.0	21154.0	21102.0	21011.0	39607.0	33407.0	32809.0	52751.0	56117.0	40103.0	42560.0	43470.0	45646.0	49225.0	55966.0	61672.0	68495.0	77584.0	93907.0	110458.0	128353.0	138582.0	153958.0	179800.0	213828.0	243191.0	275632.0	304865.0	379203.0	644076.0	2853942.0	9333529.0	19238752.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_133	1108.0	4064.0	12987.0	7631.0	6310.0	5630.0	6309.0	9456.0	8464.0	8823.0	9814.0	10885.0	12773.0	13326.0	15010.0	19931.0	23643.0	24012.0	28043.0	31213.0	37040.0	46574.0	55646.0	62902.0	72527.0	84369.0	105492.0	125009.0	146685.0	159808.0	179283.0	210173.0	252792.0	285848.0	322943.0	355972.0	442111.0	754418.0	3563343.0	11344291.0	23283854.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_134	1053.0	5268.0	30524.0	11692.0	15051.0	11797.0	25286.0	89959.0	60937.0	62100.0	57153.0	66905.0	118278.0	91462.0	92000.0	153716.0	127029.0	79814.0	81168.0	80232.0	76225.0	73036.0	81099.0	92280.0	105935.0	118393.0	137731.0	160858.0	186207.0	198309.0	221806.0	257210.0	303702.0	343411.0	379971.0	397976.0	468342.0	691246.0	2432224.0	7278059.0	15391697.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_135	1050.0	4333.0	18040.0	9048.0	12646.0	16132.0	49482.0	225340.0	86552.0	49153.0	43234.0	40277.0	57595.0	44455.0	47274.0	65190.0	61225.0	53132.0	53268.0	49971.0	50474.0	54422.0	60845.0	69938.0	79978.0	86901.0	96728.0	111816.0	128417.0	144703.0	160173.0	181792.0	211696.0	239164.0	271743.0	299634.0	353267.0	576650.0	2325853.0	7593606.0	16628335.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_136	1164.0	4871.0	16494.0	8952.0	8029.0	7615.0	8663.0	15546.0	15728.0	15648.0	16366.0	19467.0	25347.0	25200.0	28052.0	38224.0	45531.0	45072.0	55757.0	56834.0	62501.0	76934.0	91386.0	100727.0	116303.0	133890.0	162225.0	186720.0	217457.0	233855.0	264065.0	299454.0	358754.0	396043.0	443595.0	467703.0	555569.0	828515.0	3467286.0	10275079.0	19740206.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_137	1909.0	10407.0	48998.0	33601.0	32068.0	71125.0	454248.0	2259683.0	818928.0	321434.0	191475.0	152640.0	264091.0	172609.0	194882.0	304623.0	264193.0	209205.0	212694.0	163109.0	127590.0	103080.0	101807.0	106318.0	122760.0	121751.0	125023.0	142350.0	165354.0	182036.0	200477.0	225338.0	257970.0	289636.0	322522.0	346107.0	396620.0	574281.0	1947370.0	6127685.0	13277966.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_138	1074.0	3493.0	11999.0	6728.0	5657.0	5542.0	5975.0	9290.0	11163.0	11949.0	10530.0	11870.0	15314.0	17565.0	19656.0	24886.0	31697.0	36556.0	50219.0	52508.0	61520.0	76277.0	92395.0	107169.0	129364.0	152756.0	180066.0	204770.0	220095.0	240397.0	262206.0	311703.0	365026.0	401627.0	417026.0	454125.0	539098.0	873714.0	3883406.0	11355286.0	23483264.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_139	982.0	3724.0	18371.0	8222.0	8924.0	7006.0	10397.0	26543.0	30605.0	29915.0	20642.0	19177.0	25164.0	28792.0	30025.0	41985.0	49344.0	38207.0	46782.0	45008.0	47610.0	55611.0	66365.0	75565.0	87867.0	104831.0	122522.0	144638.0	165503.0	179077.0	196015.0	226608.0	269377.0	298195.0	317478.0	346048.0	409338.0	655200.0	2473600.0	7820652.0	15979321.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_140	1580.0	5672.0	19420.0	10936.0	9739.0	8243.0	8958.0	13480.0	18520.0	20010.0	17293.0	17957.0	23148.0	24555.0	29507.0	31721.0	43040.0	44966.0	56038.0	61169.0	63162.0	75357.0	94690.0	112911.0	134631.0	158157.0	182734.0	222887.0	271273.0	282601.0	299108.0	340563.0	402997.0	476555.0	508768.0	538172.0	617926.0	1021309.0	4184992.0	14726234.0	27876957.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_141	1424.0	4864.0	16524.0	9377.0	8701.0	7156.0	8027.0	14406.0	15750.0	15319.0	13197.0	14017.0	18091.0	20548.0	21791.0	28493.0	37178.0	35669.0	46204.0	48558.0	55205.0	70146.0	87588.0	101393.0	121663.0	145595.0	177871.0	217134.0	254090.0	273605.0	299003.0	357139.0	427964.0	465521.0	483863.0	524678.0	613849.0	939806.0	3535560.0	11696449.0	21292350.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_142	1584.0	5825.0	19996.0	10715.0	9618.0	7931.0	9128.0	15789.0	22508.0	23032.0	16463.0	17508.0	21805.0	22712.0	27192.0	30199.0	42575.0	38842.0	48745.0	51341.0	54277.0	65806.0	82979.0	99755.0	116910.0	141544.0	166835.0	202697.0	239701.0	260545.0	286589.0	334511.0	395999.0	458176.0	484431.0	518796.0	607464.0	983535.0	3890852.0	12815614.0	24878434.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_143	1491.0	6977.0	41880.0	19461.0	23529.0	22157.0	32210.0	66806.0	82576.0	85250.0	67928.0	71843.0	87445.0	88108.0	102974.0	106691.0	140582.0	129702.0	161347.0	164346.0	160467.0	184775.0	222382.0	239707.0	278871.0	289801.0	324627.0	378434.0	431342.0	426879.0	407352.0	446665.0	535260.0	637359.0	669132.0	727661.0	833681.0	1039827.0	2557838.0	9013296.0	15737406.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_144	7501.0	33211.0	112935.0	104584.0	157149.0	261173.0	344366.0	846198.0	999191.0	1113996.0	782827.0	905092.0	1102101.0	1235798.0	1348420.0	1519379.0	1428152.0	1484589.0	1367833.0	1201252.0	1127949.0	1112914.0	1036224.0	1140690.0	1217956.0	1187940.0	1185812.0	1102211.0	1047214.0	1011076.0	1043960.0	1014144.0	996284.0	1018095.0	1006144.0	931138.0	848414.0	1006390.0	2176904.0	6174999.0	11867422.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_145	6146.0	22690.0	67898.0	40924.0	36162.0	36998.0	48036.0	124147.0	65438.0	53207.0	50757.0	50259.0	61134.0	66471.0	75538.0	93473.0	95333.0	109821.0	125793.0	126676.0	135027.0	153782.0	177660.0	212108.0	244047.0	276836.0	322242.0	380225.0	443248.0	511161.0	564801.0	656332.0	783275.0	900864.0	1035949.0	1194317.0	1492993.0	2881463.0	14416464.0	48653544.0	105350494.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_146	1851.0	9235.0	28816.0	19198.0	24210.0	37163.0	70242.0	252506.0	108508.0	79620.0	75863.0	74918.0	96395.0	98093.0	116075.0	146453.0	143262.0	153696.0	157611.0	140118.0	134516.0	135232.0	145127.0	167245.0	171263.0	190780.0	194913.0	238479.0	270175.0	257720.0	294801.0	324652.0	381163.0	420167.0	458001.0	501851.0	566846.0	920447.0	3305025.0	11549189.0	27067776.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_147	1543.0	7426.0	23214.0	17634.0	19898.0	44931.0	43596.0	210621.0	114165.0	74051.0	69584.0	59908.0	84545.0	88007.0	107817.0	138046.0	131745.0	122463.0	115824.0	92045.0	83305.0	76447.0	70023.0	72218.0	85668.0	93766.0	89728.0	104174.0	109596.0	121682.0	134309.0	153046.0	177337.0	201614.0	225317.0	253205.0	303402.0	537008.0	2396111.0	7915589.0	18154352.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_148	1725.0	8857.0	25683.0	21634.0	23632.0	39675.0	56031.0	268676.0	127239.0	86072.0	81687.0	74537.0	100590.0	104847.0	126258.0	164724.0	154953.0	161200.0	169848.0	117625.0	103128.0	92685.0	79434.0	75560.0	87396.0	105993.0	91587.0	102817.0	112424.0	124902.0	139094.0	156299.0	178791.0	204072.0	226041.0	258385.0	313847.0	610492.0	3069130.0	10553194.0	23664531.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_149	952.0	4255.0	12485.0	9543.0	11011.0	20726.0	26383.0	126022.0	55810.0	34634.0	29613.0	25385.0	33842.0	34744.0	41451.0	52741.0	50211.0	48050.0	48836.0	40012.0	37516.0	36703.0	37089.0	40217.0	47168.0	53166.0	55527.0	64830.0	72796.0	82143.0	90027.0	105638.0	124456.0	142577.0	158756.0	182556.0	222043.0	430010.0	2149352.0	7201394.0	16508575.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_150	2320.0	9453.0	26839.0	19512.0	18552.0	26194.0	35283.0	163704.0	76045.0	52345.0	49027.0	42909.0	57220.0	59555.0	68139.0	87695.0	82174.0	89593.0	94837.0	80525.0	78234.0	80890.0	84973.0	95277.0	112176.0	124666.0	136613.0	159699.0	185709.0	206329.0	229252.0	267080.0	310935.0	357190.0	391209.0	452481.0	535198.0	978102.0	4575806.0	15766143.0	35752242.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_151	1419.0	6693.0	19692.0	14602.0	16987.0	27069.0	41746.0	182657.0	75186.0	47610.0	44641.0	39912.0	52462.0	53276.0	62927.0	81099.0	74189.0	77113.0	81827.0	66533.0	61721.0	62527.0	64493.0	74185.0	86555.0	94922.0	104388.0	121975.0	142197.0	158902.0	174677.0	206319.0	245220.0	278332.0	303283.0	346850.0	407452.0	706306.0	3171259.0	10855105.0	25161977.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_152	1968.0	7205.0	20585.0	13487.0	12808.0	14036.0	19799.0	57418.0	33379.0	27512.0	28008.0	29681.0	38099.0	41614.0	44431.0	54729.0	54317.0	61760.0	69384.0	71224.0	77416.0	88907.0	101429.0	121483.0	141152.0	158323.0	178460.0	204668.0	234979.0	267383.0	295825.0	337646.0	382945.0	428621.0	475455.0	527713.0	622809.0	1048031.0	4324358.0	13775644.0	31170171.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_153	1482.0	5591.0	17016.0	10635.0	9901.0	10500.0	13579.0	32050.0	19871.0	16789.0	18565.0	20360.0	26311.0	28240.0	30995.0	37756.0	39459.0	46829.0	53049.0	53904.0	59589.0	67139.0	76935.0	90801.0	103138.0	116142.0	129895.0	149535.0	173738.0	196364.0	214351.0	238962.0	274857.0	308998.0	347511.0	389052.0	463425.0	801738.0	3599749.0	12591081.0	26287774.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_154	497.0	2921.0	8977.0	9687.0	19515.0	38387.0	56215.0	52087.0	41979.0	47181.0	41168.0	45499.0	78214.0	117403.0	48320.0	43816.0	30384.0	73308.0	31656.0	22754.0	19765.0	21417.0	27901.0	28426.0	28260.0	30393.0	35073.0	40543.0	44382.0	53079.0	61090.0	62702.0	65546.0	89985.0	91289.0	93682.0	107122.0	188692.0	847828.0	2874136.0	6311544.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_155	2489.0	9726.0	29094.0	19380.0	16258.0	19709.0	21180.0	68763.0	36418.0	26518.0	27085.0	24362.0	30678.0	32688.0	39534.0	52511.0	52130.0	61786.0	67585.0	59623.0	61540.0	68811.0	78337.0	92909.0	104980.0	119757.0	135741.0	158198.0	187540.0	216944.0	239714.0	273787.0	321036.0	364205.0	416466.0	475585.0	583085.0	1090366.0	5331078.0	18880411.0	39790268.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_156	1627.0	9182.0	46054.0	25443.0	38938.0	71688.0	252272.0	1131220.0	419418.0	235727.0	188015.0	181034.0	284881.0	191703.0	204999.0	327239.0	283127.0	197187.0	167579.0	131988.0	120075.0	105491.0	104092.0	105081.0	114767.0	109481.0	103400.0	113607.0	131981.0	139978.0	152086.0	168355.0	193385.0	207680.0	235011.0	252284.0	296861.0	465554.0	1847835.0	6220535.0	12234889.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_157	1891.0	10127.0	30869.0	27638.0	30942.0	55364.0	66183.0	315195.0	188959.0	124745.0	121664.0	109712.0	153245.0	162519.0	189234.0	244105.0	228177.0	213030.0	221046.0	156481.0	142369.0	132246.0	115010.0	108147.0	124833.0	162695.0	115167.0	126794.0	126809.0	139120.0	152763.0	163384.0	181263.0	207796.0	229737.0	257434.0	309071.0	571282.0	2670791.0	8854161.0	20159551.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_158	886.0	3207.0	9648.0	6504.0	5388.0	5329.0	6176.0	16825.0	11545.0	9252.0	9216.0	8910.0	11155.0	11994.0	12705.0	15454.0	15580.0	17179.0	17888.0	16875.0	15940.0	16539.0	18362.0	21774.0	26856.0	29479.0	33929.0	40030.0	49026.0	57909.0	66147.0	76177.0	90376.0	101984.0	117466.0	134687.0	178451.0	401932.0	2364395.0	8648378.0	18071932.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_159	1910.0	6400.0	19051.0	11186.0	9344.0	8405.0	9023.0	13674.0	11234.0	10376.0	11171.0	11810.0	14199.0	15778.0	17040.0	20837.0	21825.0	24849.0	30689.0	33587.0	37285.0	44719.0	52109.0	63273.0	73682.0	84380.0	99379.0	118660.0	142894.0	168823.0	188664.0	221284.0	265073.0	308224.0	360913.0	421441.0	532997.0	1058552.0	5480025.0	18595535.0	40898796.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_160	1496.0	5327.0	15753.0	10066.0	9567.0	10065.0	12174.0	19496.0	18479.0	17611.0	17766.0	19936.0	25803.0	28121.0	27430.0	31109.0	31508.0	35358.0	40746.0	42760.0	47584.0	54127.0	62711.0	73542.0	85627.0	97696.0	108928.0	125656.0	148596.0	172922.0	190495.0	219193.0	255833.0	293058.0	335101.0	383400.0	466214.0	838600.0	3839848.0	12930880.0	28130555.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_161	2122.0	12180.0	38934.0	25524.0	28843.0	40333.0	61684.0	211780.0	129711.0	89764.0	90013.0	94277.0	123861.0	125833.0	137534.0	162020.0	153918.0	165232.0	168186.0	137618.0	121054.0	110843.0	109426.0	120077.0	142120.0	164974.0	165360.0	189939.0	218543.0	249776.0	277768.0	315464.0	356596.0	396321.0	437678.0	474020.0	537980.0	783129.0	2592750.0	8083923.0	17233104.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_162	1816.0	7809.0	22526.0	15217.0	16092.0	20292.0	27765.0	91995.0	48443.0	33149.0	34033.0	34609.0	45104.0	47173.0	56084.0	68802.0	66506.0	68695.0	73984.0	62492.0	57284.0	54963.0	56096.0	61511.0	72366.0	84650.0	91069.0	107158.0	124143.0	144371.0	165809.0	195159.0	232060.0	267993.0	307627.0	356965.0	445157.0	838454.0	3960924.0	13346869.0	30082675.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_163	1550.0	8246.0	26956.0	23061.0	27805.0	58165.0	50884.0	211948.0	115544.0	74526.0	71105.0	60611.0	81908.0	87819.0	109427.0	141113.0	145566.0	131480.0	126104.0	98051.0	87727.0	77296.0	69323.0	65611.0	77113.0	95048.0	79052.0	90002.0	96048.0	108730.0	121487.0	139403.0	165382.0	190757.0	215718.0	249309.0	305853.0	560913.0	2635011.0	8991928.0	20006037.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_164	1610.0	7737.0	22918.0	17722.0	21352.0	41338.0	49960.0	200533.0	99737.0	69466.0	67550.0	64262.0	90149.0	94713.0	116717.0	153582.0	149075.0	142637.0	144125.0	111236.0	98476.0	84481.0	70600.0	66540.0	79239.0	104142.0	75576.0	84435.0	90397.0	100507.0	113275.0	126227.0	147292.0	167770.0	187277.0	212521.0	260892.0	469491.0	2177187.0	7377639.0	16716674.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_165	1885.0	9001.0	25703.0	20710.0	22974.0	44281.0	47838.0	216058.0	147566.0	97539.0	89472.0	78636.0	110063.0	121104.0	147627.0	196684.0	196430.0	181354.0	178985.0	141466.0	129934.0	119132.0	106868.0	106843.0	125230.0	156819.0	135340.0	158197.0	169374.0	193012.0	216767.0	246861.0	289520.0	329300.0	368005.0	411676.0	490617.0	837122.0	3559804.0	11627629.0	25798192.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
GRASO_166	1686.0	8673.0	23817.0	19399.0	21528.0	41443.0	47431.0	203215.0	109311.0	77043.0	70339.0	62489.0	88298.0	94340.0	114476.0	151460.0	147505.0	137708.0	133626.0	102438.0	88960.0	78412.0	68985.0	68103.0	79776.0	93951.0	84374.0	97177.0	103881.0	118213.0	133270.0	152634.0	178283.0	204708.0	233598.0	265191.0	327237.0	597005.0	2738367.0	8982181.0	20482666.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
