Sample	total_reads	total_tags	total_assigned_tags	cds_exons_total_bases	cds_exons_tag_count	cds_exons_tags_kb	5_utr_exons_total_bases	5_utr_exons_tag_count	5_utr_exons_tags_kb	3_utr_exons_total_bases	3_utr_exons_tag_count	3_utr_exons_tags_kb	introns_total_bases	introns_tag_count	introns_tags_kb	tss_up_1kb_total_bases	tss_up_1kb_tag_count	tss_up_1kb_tags_kb	tss_up_5kb_tags_kb	tss_up_10kb_tags_kb	tes_down_1kb_total_bases	tes_down_1kb_tag_count	tes_down_1kb_tags_kb	tes_down_5kb_tags_kb	tes_down_10kb_tags_kb	other_intergenic_tag_count	cds_exons_tag_pct	5_utr_exons_tag_pct	3_utr_exons_tag_pct	introns_tag_pct	tss_up_1kb_tag_pct	tss_up_5kb_tag_pct	tss_up_10kb_tag_pct	tes_down_1kb_tag_pct	tes_down_5kb_tag_pct	tes_down_10kb_tag_pct	other_intergenic_tag_pct	tss_up_5kb-10kb_total_bases	tss_up_1kb-5kb_total_bases	tss_up_5kb-10kb_tag_count	tss_up_1kb-5kb_tag_count	tes_down_5kb-10kb_total_bases	tes_down_1kb-5kb_total_bases	tes_down_5kb-10kb_tag_count	tes_down_1kb-5kb_tag_count
GRASO_121	15450413	17834041	15921190	39673224	5534451	139.5	2990271	204691	68.45	13678824	1352032	98.84	810010698	7319039	9.04	27037996	102378	3.79	2.32	1.99	26949136	368431	13.67	7.55	5.0	1912851	31.033073210945293	1.1477544545288418	7.581187011962124	41.03971163910636	0.5740594630235514	1.6063156970425267	2.526410026757256	2.0658862452990885	5.000414656442699	5.9460219924357025	10.725841664264426	102347139	96465749	164090	184093	93869925	91189362	168640	523345
GRASO_122	18808501	21531148	18895590	39673224	6218778	156.75	2990271	217660	72.79	13678824	1522764	111.32	810010698	9087442	11.22	27037996	113710	4.21	2.72	2.38	26949136	438048	16.25	9.23	6.19	2635558	28.8827051859938	1.0109075465924993	7.072377190477722	42.206026357721385	0.5281186121613209	1.5620579079201908	2.4948228492043247	2.0344851096653094	5.066227773827944	6.092485175430498	12.240675694579778	102347139	96465749	200835	222619	93869925	91189362	220965	652769
GRASO_123	12277561	14486004	13224496	39673224	5262236	132.64	2990271	202919	67.86	13678824	1284340	93.89	810010698	5186476	6.4	27037996	91362	3.38	1.89	1.59	26949136	339032	12.58	6.75	4.39	1261508	36.32634645137472	1.4007934831441438	8.866075143980355	35.803358883512665	0.6306915281812706	1.6138957299749468	2.4741329631001068	2.3404107854726535	5.5038159591837745	6.420832135625531	8.708460939262478	102347139	96465749	124614	142427	93869925	91189362	132839	458251
GRASO_124	7242185	8488580	7433334	39673224	2823771	71.18	2990271	80789	27.02	13678824	666602	48.73	810010698	3137080	3.87	27037996	44439	1.64	1.1	0.97	26949136	176609	6.55	3.57	2.39	1055246	33.26552851006882	0.9517375108675421	7.852927109127792	36.95647564139114	0.523515122670694	1.6020700753247303	2.574246811598642	2.0805482189011593	4.969747590291898	5.967723694658	12.431360722288062	102347139	96465749	82524	91554	93869925	91189362	84714	245252
GRASO_125	20418122	23274144	20922982	39673224	6519579	164.33	2990271	231801	77.52	13678824	1580040	115.51	810010698	10659599	13.16	27037996	125088	4.63	3.04	2.68	26949136	448275	16.63	9.37	6.26	2351162	28.012110778381366	0.9959592928530476	6.7888211055152015	45.80017636738864	0.5374547824401189	1.6128369747991593	2.5981664459926	1.9260643914551703	4.754228555086709	5.702731752454569	10.10203425741458	102347139	96465749	229327	250286	93869925	91189362	220756	658231
GRASO_126	15131654	17598977	15866476	39673224	5704182	143.78	2990271	231782	77.51	13678824	1418235	103.68	810010698	7021383	8.67	27037996	108091	4.0	2.26	1.93	26949136	376047	13.95	7.58	4.97	1732501	32.4120089480201	1.3170197335901968	8.058621816483992	39.89654057733015	0.6141891088328599	1.585342148012353	2.478320188724606	2.1367548806956225	5.091006142004732	5.99316085247455	9.844327883376403	102347139	96465749	157155	170913	93869925	91189362	158770	519918
GRASO_127	18530581	21601251	19210670	39673224	7140484	179.98	2990271	262120	87.66	13678824	1755574	128.34	810010698	8173746	10.09	27037996	123696	4.57	2.68	2.28	26949136	477236	17.71	9.79	6.43	2390581	33.05588180980815	1.213448239641306	8.127186707843912	37.83922514487703	0.5726335016430298	1.5315964802223723	2.3874404311120685	2.209297970751787	5.352018732618773	6.309953992942353	11.06686367377519	102347139	96465749	184873	207148	93869925	91189362	206926	678867
GRASO_128	16160404	18566470	16687972	39673224	5537607	139.58	2990271	201734	67.46	13678824	1397769	102.18	810010698	7967862	9.84	27037996	105571	3.9	2.44	2.11	26949136	385653	14.31	7.89	5.22	1878498	29.8258473473956	1.0865501088790708	7.528458559973974	42.91533070098947	0.5686110499195594	1.624132104810446	2.5641115408583324	2.077147675352396	5.021832367703715	5.962011087729654	10.117690654173895	102347139	96465749	174521	195973	93869925	91189362	174558	546724
GRASO_129	3172431	3845382	3331014	39673224	1595562	40.22	2990271	133740	44.73	13678824	264863	19.36	810010698	1008086	1.24	27037996	61168	2.26	0.84	0.63	26949136	66446	2.47	1.29	0.88	514368	41.49293880295898	3.4779379525883254	6.887820247767322	26.215496925923095	1.5906872191111314	2.708235488697872	3.6784381889757634	1.72794276355379	3.9778622774018286	4.871115535465657	13.376252346320861	102347139	96465749	37308	42974	93869925	91189362	34349	86518
GRASO_130	15200017	17961416	16220432	39673224	6613626	166.7	2990271	226031	75.59	13678824	1578293	115.38	810010698	6295315	7.77	27037996	98890	3.66	2.13	1.78	26949136	402362	14.93	8.04	5.21	1740984	36.82129515846635	1.2584252822828668	8.787130146086477	35.04910191935869	0.5505690642653118	1.462841237016057	2.239572871092123	2.240146322539381	5.288920428099878	6.1515639969588145	9.692910625754674	102347139	96465749	139512	163857	93869925	91189362	154943	547603
